Id,Name,Website,Description,Created at,Updated at,Slug,Searchable by organizations,Is searchable,Region,Lat,Lng,Last verified at,Marked deleted,Is closed
3816,Catholic Outreach in Action,http://www.coalongbeach.org/,Catholic Outreach in Action provides various social services for people and their pets.,2017-04-25 21:08:54 UTC,2019-11-09 04:42:22 UTC,catholic-outreach-in-action-los-angeles-ca,,TRUE,"Los Angeles, CA",34.0522,-118.244,2019-09-29 01:06:56 UTC,FALSE,FALSE
2485,Catholic Social Service of Solano County,https://www.ccyoso.org/,"Catholic Social Service of Solano County offers family assistance, counseling, anger management group therapy, and immigration services to Vallejo residents. Catholic Social Services serves senior citizens, the homeless, families facing hardship, the disabled and parents of children aged 18 or younger.",2016-10-07 17:18:04 UTC,2020-04-07 03:34:36 UTC,catholic-social-service-of-solano-county,,TRUE,"Vallejo, CA",38.1041,-122.257,2020-04-07 03:34:36 UTC,FALSE,FALSE
4704,Catholic Social Services of Philadelphia - Immigration Legal Services,http://cssphiladelphia.org/immigration-legal-services/,"Catholic Social Services of Philadelphia's mission is to provide comprehensive, high quality, low-cost Immigration Legal Services. They serve families and individuals in the Archdiocese of Philadelphia and within the jurisdiction of the USCIS Philadelphia District Office and the Philadelphia Immigration Court. ",2017-11-26 01:29:40 UTC,2020-04-27 00:44:10 UTC,catholic-social-services-of-philadelphia-immigration-legal-services-philadelphia-pa,,TRUE,"Philadelphia, PA",39.9526,-75.1652,2020-04-27 00:44:10 UTC,FALSE,FALSE
4313,Catholic Worker Hospitality House San Bruno,http://catholicworkerhospitalityhouse.org/,Catholic Worker Hospitality House San Bruno offers a free dining room and emergency homeless shelter on the grounds of St. Bruno’s Catholic Church in San Bruno.,2017-08-14 21:19:42 UTC,2019-09-28 19:07:27 UTC,catholic-worker-hospitality-house-san-bruno-san-bruno-ca,,TRUE,"San Bruno, CA",37.6305,-122.411,2019-09-28 19:07:27 UTC,FALSE,FALSE
44,Causa Justa - Just Cause,http://cjjc.org/,Causa Justa - Just Cause provides free tenant counseling and case management to residents of Oakland and San Francisco.,2013-12-22 23:32:14 UTC,2020-05-22 17:37:30 UTC,causa-justa-just-cause,,TRUE,"San Francisco, CA",37.7749,-122.419,2020-04-01 03:51:10 UTC,FALSE,FALSE
3326,Cayenne Wellness Center,http://www.Cayennewellness.org,"Cayenne Wellness Center provides support services to increase the quality of life for individuals diagnosed with sickle cell disease in California by ensuring expert, unbiased, and comprehensive care.",2017-01-23 18:11:58 UTC,2019-10-31 05:27:04 UTC,cayenne-wellness-center-los-angeles-ca,,TRUE,"Los Angeles, CA",34.0522,-118.244,2019-10-31 05:27:04 UTC,FALSE,FALSE
1393,Cazadero Music Camp,http://www.cazadero.org/,Cazadero Music Camp combines music education with outdoor activities for young musicians ages 10-18.,2015-02-05 19:04:15 UTC,2020-06-04 07:39:37 UTC,cazadero-music-camp,,TRUE,"San Francisco, CA",37.7749,-122.419,2020-06-04 07:39:37 UTC,FALSE,FALSE
2507,CDS Family and Behavioral Health Services,http://www.cdsfl.org,"CDS Family and Behavioral Health Services offer a crisis youth shelter, services for youth aging out of foster care and an after school program for at-risk boys.",2016-10-19 23:39:46 UTC,2019-10-31 05:49:07 UTC,cds-family-and-behavioral-health-services,,TRUE,"Gainesville, FL",29.6516,-82.3248,2019-10-31 05:49:07 UTC,FALSE,FALSE
4111,Cedars-Sinai Hospital,https://www.cedars-sinai.edu/,Cedars-Sinai Hospital provides health care to Los Angeles families.,2017-06-23 06:06:10 UTC,2018-09-30 06:32:42 UTC,cedars-sinai-hospital-los-angeles-ca,,TRUE,"Los Angeles, CA",34.0522,-118.244,2018-09-30 06:32:42 UTC,FALSE,FALSE
5387,Celestial Church of Christ Ebenezery Parish,http://www.cccebenezeryparish.com/,Celestial Church of Christ Ebenezery Parish is a faith based organization that provides services to the Los Angeles community.,2018-10-05 00:15:47 UTC,2020-04-28 06:32:05 UTC,celestial-church-of-christ-ebenezery-parish-los-angeles-ca,,TRUE,"Los Angeles, CA",34.0522,-118.244,,FALSE,FALSE
1436,Celsius and Beyond,http://www.celsiusandbeyond.com/,Celsius and Beyond is a science enrichment program serving children in grades 1-9 located in the San Francisco Bay Area.,2015-02-17 01:43:19 UTC,2020-01-26 05:22:37 UTC,celsius-and-beyond,,TRUE,"San Francisco, CA",37.7749,-122.419,2020-01-26 05:22:37 UTC,FALSE,FALSE
543,Center for Accessible Technology (CforAT),http://www.cforat.org/,"CforAT provides a broad range of services to help people with disabilities learn how to use computers, the internet, and other technologies so they can be successful professionally.",2014-05-03 01:54:35 UTC,2020-04-02 02:50:34 UTC,center-for-accessible-technology-cforat,,TRUE,"Berkeley, CA",37.8716,-122.273,2020-04-02 02:50:09 UTC,FALSE,FALSE
2935,Center for Autism and Related Disabilities (CARD),http://www.card.ufl.edu,"CARD is a program through the University of Florida, College of Medicine that offers services to individuals with autism and their parents and caregivers.  ",2016-11-30 00:14:54 UTC,2020-04-24 11:13:52 UTC,center-for-autism-and-related-disabilities-card,,TRUE,"Gainesville, Florida",29.6516,-82.3248,2020-04-24 11:10:19 UTC,FALSE,FALSE
6497,Center for Cultural Innovation (CCI),https://www.cciarts.org/,"The Center for Cultural Innovation (CCI) provides business training, grants, and project support for California artists.",2020-05-19 16:28:35 UTC,2020-05-21 15:10:58 UTC,center-for-cultural-innovation-cci-los-angeles-ca,,TRUE,"Los Angeles, CA, USA",34.0522,-118.244,2020-05-21 15:10:58 UTC,FALSE,FALSE
2646,Center for Domestic Peace,http://www.centerfordomesticpeace.org/,The Center for Domestic Peace is a non-profit organization dedicated to ending domestic violence in Marin County.,2016-10-28 21:54:47 UTC,2020-04-13 04:32:50 UTC,center-for-domestic-peace,,TRUE,"San Rafael, CA",37.9735,-122.531,2020-02-08 10:36:31 UTC,FALSE,FALSE
1374,Center for Early Intervention on Deafness (CEID),http://ceid.org/,"The Center for Early Intervention on Deafness programs combine specialized early childhood education with extensive therapies, home visits, and parent education to provide support for young children who are deaf, hard of hearing or who have severe speech and language delays.",2014-12-30 17:06:38 UTC,2020-06-10 17:07:24 UTC,center-for-early-intervention-on-deafness-ceid,,TRUE,"Berkeley, CA",37.8716,-122.273,2020-05-20 03:01:01 UTC,FALSE,FALSE
544,Center for Elders' Independence (CEI),http://www.cei.elders.org,"CEI is a Program of All-inclusive Care for the Elderly (PACE), a long-term comprehensive health care program that enables older adults to live at home in their communities for as long as medically and socially possible. CEI also has a health plan which provides all medical care (24-hours-a-day), a PACE Day Center, home care services and transportation.",2014-05-03 01:54:36 UTC,2019-11-01 04:35:14 UTC,center-for-elders-independence-cei,,TRUE,"Oakland, CA",37.8044,-122.271,2019-11-01 04:35:14 UTC,FALSE,FALSE
1669,Center For Elders' Independence (formerly Guardian Adult Day Health Center),https://cei.elders.org/,Center For Elders' Independence (formerly Guardian Adult Day Health Center) provides adult day care for seniors and adults who are ill or have a disability.,2016-01-23 06:39:12 UTC,2020-05-14 08:56:34 UTC,guardian-adult-day-health-center,,TRUE,"El Sobrante, CA",37.9771,-122.295,2020-05-14 08:56:34 UTC,FALSE,FALSE
4536,Center for Employment Opportunities,https://ceoworks.org,"Offers comprehensive employment services exclusively for people with criminal records. Program features life skill education, short-term paid transitional employment, full-time job placement, and post-placement services, with an emphasis on young adults (ages 18-25)",2017-11-08 02:19:13 UTC,2019-07-14 11:23:53 UTC,center-for-employment-opportunities-oakland-ca,,TRUE,"Oakland, CA, USA",37.8044,-122.271,2019-07-14 11:23:53 UTC,FALSE,FALSE
6795,Center for Employment Opportunities - New York (CEO),https://ceoworks.org/,Center for Employment Opportunities offers job training and employment to individuals just coming home from prison.,2020-06-07 19:05:20 UTC,2020-06-07 20:00:17 UTC,center-for-employment-opportunities-new-york-ceo-new-york-new-york,,TRUE,"New York, New York",40.7128,-74.006,,FALSE,FALSE
2798,Center for Employment Training,http://cetweb.org/,"Center for Employment Training (CET) provides skills training programs located throughout California, Virginia, and Texas in business, automotive repair, culinary, childcare, construction, medical and truck driving.",2016-11-15 02:57:36 UTC,2019-11-01 04:55:05 UTC,center-for-employment-training,,TRUE,"San Jose, CA",37.3382,-121.886,2019-11-01 04:55:05 UTC,FALSE,FALSE
1513,Center for Empowering Refugees and Immigrants,https://www.cerieastbay.org,"CERI is a grassroots, non-profit organization founded in 2005 by a small group of bilingual/bicultural mental health professionals. It is dedicated to providing culturally competent mental health and social service resources to refugee and immigrant families with complex needs. The agency’s focus is on healing through community-led program activities. We serve refugees and immigrants from Afghanistan, Bosnia, Cambodia, and Iran. The majority of our 200 clients are Cambodian refugees living in Oakland, California.  We offer weekly support groups for women, men, young women, and young men. The adult programs maintain a community garden near Laney College, provide ESL classes, mental health services, group therapy, dance classes, and a yearly retreat. Youth groups engage through weekly peer support groups, community outings, mental health referrals when needed,  academic support, career opportunities, a yearly retreat, and one to one mentoring. ",2015-03-10 22:54:29 UTC,2020-04-21 18:26:24 UTC,center-for-empowering-refugees-and-immigrants,,TRUE,"San Francisco, CA",37.7577,-122.508,2020-04-21 18:26:24 UTC,FALSE,FALSE
4881,Center for Family Health & Education,http://www.cffhae.org,"Center for Family Health & Education provides primary care to adults and children, dental & orthodontic services, and mental health care.",2018-01-18 00:01:40 UTC,2018-10-16 22:42:43 UTC,center-for-family-health-education-panorama-city-los-angeles-ca,,TRUE,"Panorama City, Los Angeles, CA, USA",34.2276,-118.442,2018-01-20 01:19:22 UTC,FALSE,FALSE
4333,"Center for Healing By Design, Inc.",http://www.CenterForHealingByDesign.org,"Center for Healing By Design is a 501c3 non-profit organization that provides self-care education, experience, and tools for people of all ages and cultures through private coaching, acupuncture/acupressure treatments, self-care talks and workshops.",2017-08-18 08:14:05 UTC,2020-02-26 07:51:36 UTC,center-for-healing-by-design-inc-saratoga-ca,,TRUE,"Saratoga, CA, USA",37.2638,-122.023,2020-02-26 07:51:36 UTC,FALSE,FALSE
3737,Center for Health Care Rights,http://www.healthcarerights.org/contact/,"The Center for Health Care Rights (CHCR) is a non-profit organization that provides services to Los Angeles residents. Services include providing access to quality health care through information, counseling, education, advocacy, and research programs such as Medicare advocacy services, including education counseling and legal assistance.",2017-04-11 14:53:47 UTC,2019-11-02 02:52:52 UTC,center-for-health-care-rights-los-angeles-ca,,TRUE,"Los Angeles, CA, USA",34.0522,-118.244,2019-11-02 02:52:52 UTC,FALSE,FALSE
4143,Center for Health Justice,http://www.heychj.org,"Reentry Service Center providing Health Education, Substance Abuse, Mental Health, Sexual & Gender Diversity Training.   The Stan Price Reentry Service Center also provides:  DMV CA ID Vouchers Clothing Vouchers  Reentry Hygiene Kits Small meals  Support Groups for people who've experienced incarceration.",2017-06-28 20:27:54 UTC,2017-06-28 20:27:58 UTC,center-for-health-justice-los-angeles-ca,,TRUE,"Los Angeles, CA, USA",34.0522,-118.244,,FALSE,FALSE
1366,Center for Human Development,http://www.chd-prevention.org/,Center for Human Development (CHD) is a community-based organization that offers health and education programs plus dispute resolution workshops in East Oakland.,2014-12-30 17:04:45 UTC,2020-06-03 04:29:39 UTC,center-for-human-development,,TRUE,"Bay Point, CA",38.0291,-121.962,2020-06-03 04:29:18 UTC,FALSE,FALSE
6209,Center for Immigration Advancement,http://cimausa.org/legal-services,Center for Immigration Advancement (CIMA) provides free immigration services to immigrants seeking citizenship or legal representation.,2019-08-30 00:45:24 UTC,2020-02-14 01:52:57 UTC,center-for-immigration-advancement-miami-fl,,TRUE,"Miami, FL",25.7617,-80.1918,,FALSE,FALSE
2127,Center for Independence of Individuals with Disabilities,http://www.cidsanmateo.org,"Center for Independence of Individuals with Disabilities offers counseling, assistive technology tools, peer support and home modification services to individuals with disabilities at no charge.",2016-07-19 20:56:28 UTC,2020-06-19 06:13:03 UTC,center-for-independence-of-individuals-with-disabilities,,TRUE,"San Mateo, CA",37.563,-122.326,2020-06-19 06:13:03 UTC,FALSE,FALSE
2536,Center for Independent Living of North Central Florida,http://www.cilncf.org,Center for Independent Living of North Central Florida offers services so that people with disabilities can live as independently as possible.,2016-10-25 16:01:47 UTC,2020-04-24 01:21:22 UTC,center-for-independent-living-of-north-central-florida,,TRUE,"Gainesville, FL",29.6516,-82.3248,2020-04-24 01:19:17 UTC,FALSE,FALSE
546,"Center for Independent Living, Inc. (CIL)",http://www.thecil.org/,"Center for Independent Living provides skills, knowledge, services, support, and advocacy for people with disabilities to actively participate in their communities.",2014-05-03 01:54:39 UTC,2020-04-02 02:58:35 UTC,center-for-independent-living-inc-cil,,TRUE,"Berkeley, CA",37.8716,-122.273,2020-04-02 02:56:16 UTC,FALSE,FALSE
2817,Center for Living and Learning (CLL),http://www.center4living.org/,"The Center for Living and Learning provides a range of services for individuals looking to re-enter the workforce after incarceration, substance abuse treatment, or homelessness.",2016-11-15 03:16:34 UTC,2019-04-15 02:48:46 UTC,center-for-living-and-learning,,TRUE,"Van Nuys, CA",34.1899,-118.451,2018-12-15 13:58:36 UTC,FALSE,FALSE
3965,Center for Pacific Asian Family,http://nurturingchange.org/,The Center for Pacific Asian Family provides support for victims of domestic violence in the Asian and Pacific Islander communities.,2017-05-21 15:27:15 UTC,2020-06-16 16:08:26 UTC,center-for-pacific-asian-family-los-angeles-ca,,TRUE,"Los Angeles, CA",34.0522,-118.244,2019-11-02 03:24:31 UTC,FALSE,FALSE
5958,Center for Survivors of Torture,https://cstnet.org,"Center for Survivors of Torture (CST) provides wraparound services for survivors of torture to facilitate healing, ease transition into new beginnings, and foster hope.",2019-05-20 15:40:44 UTC,2020-05-10 18:20:09 UTC,center-for-survivors-of-torture-austin-tx,,TRUE,"Austin, TX",30.2672,-97.7431,,FALSE,FALSE
1055,Center for the Art of Translation,http://www.catranslation.org/,Center for the Art of Translation has events and activities that help people learn about different cultures through the translation of poetry and literature works into English.,2014-09-06 18:37:17 UTC,2020-05-15 01:28:50 UTC,center-for-the-art-of-translation,,TRUE,"San Francisco, CA",37.7749,-122.419,2020-05-15 01:28:50 UTC,FALSE,FALSE
2262,Center for the Assessment and Prevention of Prodromal States (CAPPS),https://www.semel.ucla.edu/capps,Center for the Assessment and Prevention of Prodromal States (CAPPS) is a clinical research center that identifies and treats adolescents and young adults at high risk for developing psychotic disorders during the period between the appearance of initial symptoms and the full development of schizophrenia.,2016-08-15 20:28:23 UTC,2019-04-27 05:18:48 UTC,center-for-the-assessment-and-prevention-of-prodromal-states-capps,,TRUE,"Los Angeles, CA",34.0522,-118.244,2019-04-27 05:18:48 UTC,FALSE,FALSE
1592,Center for the Empowerment of Refugees and Immigrants (CERI),http://cerieastbay.org/,"CERI, a non-profit organization serves underprivileged and traumatized refugees and immigrants primarily from Cambodia and Southeast Asian countries.",2015-11-25 01:33:04 UTC,2020-06-19 02:51:19 UTC,center-for-the-empowerment-of-refugees-and-immigrants-ceri,,TRUE,"Oakland, CA",37.8044,-122.271,2020-06-19 02:20:15 UTC,FALSE,FALSE
6599,Center for the Pacific Asian Family,https://nurturingchange.org/,"Center for the Pacific Asian Family (CPAF) provides domestic violence, sexual assault and child abuse services within the Los Angeles Asian Pacific Islander (API) community.",2020-05-24 20:39:59 UTC,2020-06-16 16:09:35 UTC,center-for-the-pacific-asian-family-los-angeles-ca,,TRUE,"Los Angeles, CA, USA",34.0522,-118.244,2020-05-26 20:14:35 UTC,TRUE,FALSE
2020,Center for the Pacific-Asian Family  (CPAF),http://www.nurturingchange.org/,"The Center for the Pacific-Asian Family supports Asian and Pacific Islander survivors of domestic violence and sexual assault. They provide emergency shelter, counseling, case management, a sexual assault response team as well as a 24-hour multi-lingual support hotline. ",2016-06-06 22:11:40 UTC,2020-06-06 02:51:32 UTC,center-for-the-pacific-asian-family,,TRUE,"Los Angeles, CA",34.0522,-118.244,2020-06-06 02:51:32 UTC,FALSE,FALSE
1621,Center for the Vulnerable Child (Children’s Hospital of Oakland),http://www.childrenshospitaloakland.org/main/departments-services/center-for-the-vulnerable-child-8.aspx,"The Center for the Vulnerable Child (CVC) provides individual and family therapy, clinical and medical case management, developmental screening, and parental education to children.",2016-01-02 21:58:24 UTC,2020-06-19 20:17:13 UTC,center-for-the-vulnerable-child-children-s-hospital-of-oakland,,TRUE,"Oakland, CA",37.8044,-122.271,2020-05-20 00:47:21 UTC,FALSE,FALSE
5318,Center on Halsted,http://www.centeronhalsted.org/,"Center on Halsted is a community center that offers health and well-being services for the Lesbian, Gay, Bisexual, Transgender and Queer (LGBTQ) people.",2018-08-01 15:19:22 UTC,2020-04-28 06:56:37 UTC,center-on-halsted-chicago-il,,TRUE,"Chicago, IL",41.8781,-87.6298,,FALSE,FALSE
1129,Center on Juvenile and Criminal Justice,http://www.cjcj.org/,The Center on Juvenile and Criminal Justice (CJCJ) is a nonprofit nonpartisan organization that offers several programs to juvenile offenders at various stages of the justice system.,2014-10-09 21:12:23 UTC,2020-04-02 16:25:46 UTC,center-on-juvenile-and-criminal-justice,,TRUE,"San Francisco, CA",37.7749,-122.419,2020-04-02 16:25:46 UTC,FALSE,FALSE
1076,Center Point,http://www.cpinc.org/,"Center Point provides social, educational, vocational, medical, psychological, housing and rehabilitation services to combat social problems such as substance abuse, poverty, unemployment and homelessness. Center Point operates programs throughout California, Texas, and Oklahoma. ",2014-09-11 18:37:44 UTC,2020-02-05 05:10:07 UTC,center-point,,TRUE,"San Rafael, CA",37.9735,-122.531,2020-02-05 04:48:42 UTC,FALSE,FALSE
2839,Centerforce,https://www.centerforce.ngo,Centerforce provides transitional case management for individuals transitioning out of being incarcerated.,2016-11-16 21:05:25 UTC,2020-06-25 04:56:27 UTC,centerforce,,TRUE,"Fresno, CA",36.7468,-119.773,2020-06-25 04:56:27 UTC,FALSE,FALSE
1285,Centerville Presbyterian Church,http://www.cpcfremont.org/,Centerville Presbyterian Church was founded in 1853 by Rev. William Wallace Brier and has been serving and ministering to the East Bay community for many generations.,2014-12-08 18:37:24 UTC,2020-04-21 17:36:00 UTC,centerville-presbyterian-church-fremont-ca,,TRUE,"Fremont, CA",37.5483,-121.989,2020-04-21 17:35:13 UTC,FALSE,FALSE
4112,Centinela Youth Services and The Everychild Restorative Justice Center,https://www.cys-la.org,"Centinela Youth Services and The Everychild Restorative Justice Center provides youth counseling; physical and mental health, academic, and developmental intervention; and juvenile crime prevention services.",2017-06-23 06:08:18 UTC,2018-10-16 22:37:00 UTC,centinela-youth-services-and-the-everychild-restorative-justice-center-los-angeles-ca,,TRUE,"Los Angeles, CA",34.0522,-118.244,,FALSE,FALSE
5191,Centinella Valley Union High School District,https://www.centinela.k12.ca.us/,The AEBG block consortia seeks to expand and improve adult education to more members of the public.,2018-06-21 16:10:25 UTC,2018-06-21 16:10:28 UTC,centinella-valley-union-high-school-district-lawndale-ca,,TRUE,"Lawndale, CA, USA",33.8872,-118.353,2018-06-21 16:10:28 UTC,FALSE,FALSE
6181,Central American Legal Assistance (CALA),https://www.centralamericanlegal.info,"Central American Legal Assistance (CALA) provides free or low-cost legal services to New York’s immigrant community. Their mission is to protect and defend Central and South American asylum-seekers and to expand the civil rights of all immigrants. CALA has had an open door to newly-arrived immigrants since 1985. CALA’s staff are all bi-lingual. Based in a Brooklyn church, CALA offers immigrants a home base for advice or counseling as well as legal representation. They have put thousands of Latino immigrants on the road to citizenship.",2019-08-10 15:20:54 UTC,2019-08-10 15:33:35 UTC,central-american-legal-assistance-cala-brooklyn-ny,,TRUE,"Brooklyn, NY",40.6782,-73.9442,,FALSE,FALSE
5481,Central American Refugee Committe,https://creceeastbay.wordpress.com,"CRECE is a grassroots organization, whose mission is to organize and educate the Latino immigrant community to improve its social, economic and cultural conditions.  CRECE was created in 1990 to help Central Americans in the Bay Area and abroad. Our goal in El Salvador is to help rural communities with donations and access to resources.",2018-11-07 04:13:04 UTC,2019-09-29 00:52:58 UTC,central-american-refugee-committe-oakland-ca,,TRUE,"Oakland, CA",37.8044,-122.271,2019-09-29 00:52:58 UTC,FALSE,FALSE
2341,Central American Resource Center - Los Angeles,http://www.carecen-la.org,Central American Resource Center - Los Angeles (CARECEN-LA) offers legal assistance to immigrants and their families.,2016-08-23 07:17:53 UTC,2020-06-25 20:36:34 UTC,central-american-resource-center-los-angeles-los-angeles-ca,,TRUE,"Los Angeles, CA",34.0522,-118.244,2020-06-25 20:10:28 UTC,FALSE,FALSE
3019,Central City Community Health Center,http://www.centralcityhealth.org,"Central City Health Center offers health and human services to children, youth, and adults on a sliding scale fee.",2016-11-30 22:37:49 UTC,2020-05-26 02:43:16 UTC,central-city-community-health-center,,TRUE,"Anaheim, CA",33.8366,-117.914,2020-05-26 02:41:01 UTC,FALSE,FALSE
2806,Central City Neighborhood Partners (CCNP),http://www.laccnp.org/,"Central City Neighborhood Partners (CCNP) operates the Westlake/Pico-Union FamilySource Center which provides education, job, health, and case management services to children, families, and individuals.",2016-11-15 03:11:25 UTC,2020-04-13 19:33:41 UTC,central-city-neighborhood-partners-ccnp,,TRUE,"Los Angeles, CA",34.0522,-118.244,2020-04-13 19:33:41 UTC,FALSE,FALSE
1518,Central City SRO Collaborative,http://www.ccsro.org/,The Central City SRO Collaborative organizes Single-Room Occupancy (SRO) tenants in San Francisco’s Central City neighborhoods to improve their living conditions. They help tenants understand their rights and provide a safe space for SRO tenants to share their experiences and access city and state-building and health code laws.,2015-03-16 21:17:11 UTC,2020-06-04 23:19:54 UTC,central-city-sro-collaborative,,TRUE,"San Francisco, CA",37.7749,-122.419,2020-06-04 23:19:54 UTC,FALSE,FALSE
3303,"Central Coast Energy Services, Inc.",http://www.energyservices.org,"CCES provides energy conservation, consumer education & advocacy, home improvement, utility assistance, job training, and other services to people in need. They serve Monterey, San Benito, Santa Cruz and San Mateo counties.",2017-01-07 17:32:21 UTC,2019-04-27 10:45:22 UTC,central-coast-energy-services-inc-watsonville-ca,,TRUE,"Watsonville, CA, USA",36.9102,-121.757,2019-04-27 10:45:22 UTC,FALSE,FALSE
2541,Central Florida Community Action Agency,http://www.cfcaa.org,"Central Florida Community Action Agency provides case management, direct assistance and referrals for basic needs, including rent, energy payments, transportation, nutrition and more to residents of Alachua, Levy and Marion Counties. Applicants must be a part of the Family Self-Sufficiency Program (FSSP) and at or below 125% of the federal poverty level.",2016-10-25 17:24:54 UTC,2019-11-02 17:33:54 UTC,central-florida-community-action-agency,,TRUE,"Gainesville, FL",29.6516,-82.3248,2019-11-02 17:33:54 UTC,FALSE,FALSE
5214,Central LA YouthSource Center,http://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers,"American Job Centers are designed to provide a full range of assistance to job seekers under one roof, the centers offer training referrals, career counseling, job listings, and similar employment-related services.",2018-06-22 18:31:12 UTC,2018-07-09 21:52:29 UTC,central-la-youthsource-center-los-angeles-ca,,TRUE,"Los Angeles, CA, USA",34.0522,-118.244,2018-06-22 18:31:14 UTC,FALSE,FALSE
6532,Central Spanish Seventh Day Adventist Church,http://www.adventistdirectory.org/viewEntity.aspx?EntityID=19028,Offers food pantry 4th Saturdays of every month from 5:00 - 6:00 pm.,2020-05-21 21:05:29 UTC,2020-05-24 07:54:14 UTC,central-spanish-seventh-day-adventist-church-los-angeles-ca,,TRUE,"Los Angeles, CA, USA",34.0522,-118.244,2020-05-24 07:53:41 UTC,FALSE,FALSE
1967,Central YMCA,http://www.ymcasv.org/central/,"The Central YMCA offers programs and services to San Jose city residents of all ages including summer camps, fitness classes, and youth sports teams. ",2016-05-25 00:14:23 UTC,2020-02-11 06:09:55 UTC,central-ymca,,TRUE,"San Jose, CA",37.3382,-121.886,2020-02-11 05:59:13 UTC,FALSE,FALSE
5860,Centre de Solidarite Lesbienne (CSL),http://www.solidaritelesbienne.qc.ca/csl,"The CSL's mission is to improve the living conditions of lesbians by offering them services and interventions that are adapted to their reality, in the areas of domestic violence, the well-being of to be and health. The CSL is a place of exchange and mutual aid by and for lesbians. ",2019-04-26 20:39:49 UTC,2019-04-26 21:05:48 UTC,centre-de-solidarite-lesbienne-csl-montreal-qc-canada,,TRUE,"Montreal, QC, Canada",45.5017,-73.5673,,FALSE,FALSE
6245,Centre for Spanish Speaking Peoples,http://www.spanishservices.org,The mission of the Centre for Spanish-Speaking Peoples is to enhance the quality of life for their community members. The Centre delivers culturally appropriate services to advance the social and economic integration of the community into broader society.,2019-10-26 17:33:57 UTC,2019-10-26 19:14:29 UTC,centre-for-spanish-speaking-peoples-toronto-on-canada,,TRUE,"Toronto, ON, Canada",43.6532,-79.3832,,FALSE,FALSE
3933,CENTRO C.H.A.,http://www.centrocha.org/,"Centro C.H.A. exists with the mission to enrich the lives of low-income, underserved Latino/a youth, families and neighborhoods in the City of Long Beach through community advocacy, health and educational programs, social and economic enrichment, cultural arts, community service, and after-school youth development programs. Through various programs and services, Centro C.H.A. strives to develop future leaders, create and maintain healthy communities, and instill a sense of pride within the Latino/a community of Long Beach.",2017-05-19 09:49:48 UTC,2019-11-02 18:27:28 UTC,centro-c-h-a-long-beach-ca,,TRUE,"Long Beach, CA, USA",33.7701,-118.194,2019-11-02 18:27:28 UTC,FALSE,FALSE
2114,Centro del Desarrollo Familiar,http://www.cdf-centro.com,"Centro del Desarrollo Familiar works with individuals and families impacted by domestic violence, sexual crimes, assault, child abuse, and any other violent crime.",2016-07-12 20:33:40 UTC,2019-11-02 18:34:52 UTC,centro-del-desarrollo-familiar,,TRUE,"Huntington Park, CA",33.9817,-118.225,2019-11-02 18:34:52 UTC,FALSE,FALSE
5473,Centro Hispano de Frederick,https://centrohispanodefrederick.org/,"Centro Hispano de Frederick helps residents overcome language and cultural barriers through ESL classes, legal consultations, health referrals, and computer classes. ",2018-11-03 13:55:19 UTC,2020-04-28 05:07:49 UTC,centro-hispano-de-frederick-frederick-md,,TRUE,"Frederick, MD",39.4143,-77.4105,,FALSE,FALSE
4999,Centro Latino de San Francisco Inc.,http://www.centrolatinodesf.org/programs.html,"Centro Latino de San Francisco Inc. provides a variety of programs for seniors including meals, ESL and citizenship classes, other support services, group van trips to get groceries, and other social classes.",2018-03-10 00:02:54 UTC,2018-03-12 20:59:34 UTC,centro-latino-de-san-francisco-inc-san-francisco-ca,,TRUE,"San Francisco, CA, USA",37.7749,-122.419,2018-03-12 20:59:34 UTC,FALSE,FALSE
48,Centro Legal de la Raza,http://www.centrolegal.org/,"Centro Legal offers free legal advice and consultation to low-income people of color on a wide-range of issues, including workers' compensation, immigration, tenant's rights, and personal injury lawsuits.  Consultation is free within the office.",2013-12-23 00:19:09 UTC,2020-04-27 11:45:38 UTC,centro-legal-de-la-raza,,TRUE,"Oakland, CA",37.8044,-122.271,2020-04-27 11:44:22 UTC,FALSE,FALSE
6429,Ceres Community Project,https://www.ceresproject.org/,"The Ceres Community Project is a non-profit organization that mentors teens in nutrient-dense food preparation as well as chef, employment, and business skills, then works to deliver the food to people with life-threatening illnesses and their families.",2020-05-13 23:36:10 UTC,2020-05-14 02:49:45 UTC,ceres-community-project-sebastopol-ca-95472,,TRUE,"Sebastopol, CA 95472, USA",38.4021,-122.824,2020-05-14 02:48:28 UTC,FALSE,FALSE
5725,Cerritos Baptist Church,https://www.cerritosbaptist.org/,"Cerritos Baptist Church is a faith based organization that offers services to the community in Cerritos, CA.",2019-03-27 17:37:04 UTC,2020-04-27 21:07:25 UTC,cerritos-baptist-church-cerritos-ca,,TRUE,"Cerritos, CA",33.8583,-118.065,,FALSE,FALSE
3666,Cerritos College,http://cms.cerritos.edu/dsps/,"Cerritos College, Disabled Student Programs & Services (DSPS)  helps connect students with disabilities with needed resources on campus to make sure they excel in their college life.",2017-04-03 20:36:55 UTC,2020-04-25 02:46:40 UTC,cerritos-college-norwalk-ca,,TRUE,"Norwalk, CA, USA",33.9022,-118.082,2020-04-25 02:46:40 UTC,FALSE,FALSE
